Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,22.639999,22.67,22.639999,22.67,300,22.132698
2016-01-05,22.67,22.67,22.67,22.67,0,22.132698
2016-01-06,22.67,22.67,22.67,22.67,0,22.132698
2016-01-07,22.67,22.67,22.67,22.67,0,22.132698
2016-01-08,22.67,22.67,22.67,22.67,0,22.132698
2016-01-11,21.85,21.85,21.77,21.77,300,21.254029
2016-01-12,21.77,21.77,21.77,21.77,0,21.254029
2016-01-13,21.77,21.77,21.77,21.77,0,21.254029
2016-01-14,21.77,21.77,21.77,21.77,0,21.254029
2016-01-15,21.77,21.77,21.77,21.77,0,21.254029
2016-01-19,21.77,21.77,21.77,21.77,0,21.254029
2016-01-20,21.77,21.77,21.77,21.77,0,21.254029
2016-01-21,21.77,21.77,21.77,21.77,0,21.254029
2016-01-22,21.700001,21.700001,21.66,21.66,200,21.146636
2016-01-25,21.66,21.66,21.66,21.66,0,21.146636
2016-01-26,21.66,21.66,21.66,21.66,0,21.146636
2016-01-27,21.66,21.66,21.66,21.66,0,21.146636
2016-01-28,21.66,21.66,21.66,21.66,0,21.146636
2016-01-29,21.66,21.66,21.66,21.66,0,21.146636
2016-02-01,21.885,21.885,21.885,21.885,200,21.366304
2016-02-02,21.885,21.885,21.885,21.885,0,21.366304
2016-02-03,21.885,21.885,21.885,21.885,0,21.366304
2016-02-04,21.885,21.885,21.885,21.885,0,21.366304
2016-02-05,21.885,21.885,21.885,21.885,0,21.366304
2016-02-08,20.709999,20.709999,20.709999,20.709999,200,20.219151
2016-02-09,20.709999,20.709999,20.709999,20.709999,0,20.219151
2016-02-10,20.709999,20.709999,20.709999,20.709999,0,20.219151
2016-02-11,20.709999,20.709999,20.709999,20.709999,0,20.219151
2016-02-12,20.709999,20.709999,20.709999,20.709999,0,20.219151
2016-02-16,21.08,21.08,21.063,21.063,200,20.563785
2016-02-17,21.063,21.063,21.063,21.063,0,20.563785
2016-02-18,21.063,21.063,21.063,21.063,0,20.563785
2016-02-19,21.063,21.063,21.063,21.063,0,20.563785
2016-02-22,21.063,21.063,21.063,21.063,0,20.563785
2016-02-23,21.063,21.063,21.063,21.063,0,20.563785
2016-02-24,21.063,21.063,21.063,21.063,0,20.563785
2016-02-25,21.063,21.063,21.063,21.063,0,20.563785
2016-02-26,21.063,21.063,21.063,21.063,0,20.563785
2016-02-29,21.063,21.063,21.063,21.063,0,20.563785
2016-03-01,22.0,22.0,22.0,22.0,200,21.478578
2016-03-02,22.0,22.0,22.0,22.0,0,21.478578
2016-03-03,22.0,22.0,22.0,22.0,0,21.478578
2016-03-04,22.0,22.0,22.0,22.0,0,21.478578
2016-03-07,22.0,22.0,22.0,22.0,0,21.478578
2016-03-08,22.42,22.42,22.42,22.42,200,21.888623
2016-03-09,22.42,22.42,22.42,22.42,0,21.888623
2016-03-10,22.427,22.427,22.427,22.427,800,21.895457
2016-03-11,22.427,22.427,22.427,22.427,0,21.895457
2016-03-14,22.427,22.427,22.427,22.427,0,21.895457
2016-03-15,22.59,22.59,22.59,22.59,200,22.054594
2016-03-16,22.59,22.59,22.59,22.59,0,22.054594
2016-03-17,22.59,22.59,22.59,22.59,0,22.054594
2016-03-18,22.889999,22.969999,22.889999,22.940001,800,22.396299
2016-03-21,22.940001,22.940001,22.940001,22.940001,0,22.396299
2016-03-22,22.98,22.98,22.98,22.98,300,22.43535
2016-03-23,22.98,22.98,22.98,22.98,0,22.43535
2016-03-24,22.98,22.98,22.98,22.98,0,22.43535
2016-03-28,22.98,22.98,22.98,22.98,0,22.43535
2016-03-29,22.98,22.98,22.98,22.98,0,22.43535
2016-03-30,22.98,22.98,22.98,22.98,0,22.43535
2016-03-31,22.98,22.98,22.98,22.98,0,22.43535
2016-04-01,22.84,22.84,22.809999,22.809999,200,22.269379
2016-04-04,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-05,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-06,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-07,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-08,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-11,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-12,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-13,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-14,22.809999,22.809999,22.809999,22.809999,0,22.269379
2016-04-15,23.309999,23.309999,23.281,23.281,200,22.729217
2016-04-18,23.281,23.281,23.281,23.281,0,22.729217
2016-04-19,23.281,23.281,23.281,23.281,0,22.729217
2016-04-20,23.281,23.281,23.281,23.281,0,22.729217
2016-04-21,23.281,23.281,23.281,23.281,0,22.729217
2016-04-22,23.540001,23.58,23.540001,23.58,200,23.02113
2016-04-25,23.459999,23.459999,23.389999,23.42,3800,22.864922
2016-04-26,23.42,23.42,23.42,23.42,0,22.864922
2016-04-27,23.43,23.436001,23.43,23.436001,600,22.880544
2016-04-28,23.4,23.4,23.4,23.4,500,22.845396
2016-04-29,23.049999,23.049999,23.040001,23.040001,3400,22.49393
2016-05-02,23.120001,23.18,23.120001,23.18,1100,22.630611
2016-05-03,22.98,22.98,22.860001,22.940001,2500,22.396299
2016-05-04,22.940001,22.940001,22.940001,22.940001,0,22.396299
2016-05-05,22.82,22.82,22.753,22.753,700,22.213731
2016-05-06,22.690001,22.84,22.690001,22.84,1700,22.298669
2016-05-09,22.84,22.84,22.84,22.84,0,22.298669
2016-05-10,23.15,23.16,23.131001,23.131001,1100,22.582772
2016-05-11,23.131001,23.131001,23.131001,23.131001,0,22.582772
2016-05-12,23.131001,23.131001,23.131001,23.131001,0,22.582772
2016-05-13,23.131001,23.131001,23.131001,23.131001,0,22.582772
2016-05-16,22.92,22.978001,22.888,22.978001,400,22.433399
2016-05-17,22.92,22.938,22.92,22.938,200,22.394346
2016-05-18,22.938,22.938,22.938,22.938,0,22.394346
2016-05-19,22.799999,22.799999,22.799999,22.799999,200,22.259616
2016-05-20,22.799999,22.799999,22.799999,22.799999,0,22.259616
2016-05-23,22.799999,22.799999,22.799999,22.799999,0,22.259616
