Date,Open,High,Low,Close,Volume,Adj Close
2016-01-04,82.0,82.0,81.230003,81.870003,11100,80.564091
2016-01-05,82.080002,82.370003,81.790001,82.239998,12300,80.928185
2016-01-06,80.870003,81.419998,80.559998,80.919998,11200,79.62924
2016-01-07,79.790001,80.099998,79.199997,79.449997,7500,78.182687
2016-01-08,79.620003,79.709999,78.379997,78.400002,14400,77.14944
2016-01-11,78.82,78.82,77.68,78.25,20200,77.001831
2016-01-12,79.0,79.139999,77.989998,78.809998,11200,77.552896
2016-01-13,79.190002,79.190002,76.910004,76.970001,9200,75.74225
2016-01-14,77.260002,78.660004,76.800003,78.080002,10700,76.834545
2016-01-15,76.309998,76.800003,75.980003,76.550003,59700,75.328951
2016-01-19,77.370003,77.370003,76.019997,76.699997,20700,75.476552
2016-01-20,75.459999,76.269997,73.970001,75.839996,13400,74.63027
2016-01-21,76.050003,76.519997,75.879997,76.040001,22700,74.827084
2016-01-22,76.919998,77.239998,76.779999,77.190002,8500,75.958742
2016-01-25,76.889999,76.949997,75.889999,76.0,18100,74.787721
2016-01-26,76.330002,77.040001,76.330002,76.910004,7900,75.683209
2016-01-27,76.889999,77.529999,75.980003,76.239998,36900,75.023891
2016-01-28,76.889999,76.889999,75.900002,76.580002,22000,75.358471
2016-01-29,76.959999,78.440002,76.959999,78.410004,20900,77.159283
2016-02-01,78.190002,78.93,77.849998,78.68,15800,77.424973
2016-02-02,78.239998,78.239998,77.099998,77.209999,13900,75.97842
2016-02-03,77.790001,77.989998,76.330002,77.699997,13600,76.460601
2016-02-04,77.660004,78.589996,77.459999,78.029999,47900,76.785339
2016-02-05,77.870003,77.919998,76.739998,76.830002,8300,75.604484
2016-02-08,76.07,76.309998,74.949997,75.82,25400,74.610592
2016-02-09,76.199997,76.660004,75.459999,76.099998,9900,74.886125
2016-02-10,76.360001,76.900002,76.160004,76.160004,12300,74.945173
2016-02-11,74.910004,75.580002,74.82,75.339996,18600,74.138245
2016-02-12,75.779999,76.709999,75.599998,76.68,29800,75.456875
2016-02-16,77.43,77.949997,77.239998,77.860001,8800,76.618053
2016-02-17,78.540001,79.260002,78.5,79.089996,64100,77.828429
2016-02-18,79.220001,79.269997,78.900002,78.940002,9500,77.680828
2016-02-19,78.669998,78.949997,78.290001,78.949997,53700,77.690663
2016-02-22,79.660004,79.860001,79.660004,79.860001,4700,78.586151
2016-02-23,79.639999,79.639999,78.910004,78.910004,6000,77.651307
2016-02-24,78.120003,79.209999,77.720001,79.199997,13700,77.936675
2016-02-25,79.410004,80.080002,79.230003,80.080002,9700,78.802643
2016-02-26,80.510002,80.510002,79.75,79.849998,7800,78.576308
2016-02-29,79.790001,80.209999,79.230003,79.230003,12400,77.966203
2016-03-01,79.800003,81.040001,79.800003,80.900002,2500,79.609563
2016-03-02,80.809998,81.160004,80.599998,81.160004,9400,79.865417
2016-03-03,81.279999,81.800003,81.110001,81.800003,14000,80.495208
2016-03-04,81.839996,82.489998,81.529999,82.199997,23100,80.888822
2016-03-07,82.150002,82.559998,82.099998,82.410004,5500,81.095479
2016-03-08,81.919998,82.099998,81.610001,81.739998,3500,80.43616
2016-03-09,81.93,82.07,81.620003,81.860001,20000,80.554249
2016-03-10,82.150002,82.440002,81.110001,81.989998,4900,80.682172
2016-03-11,82.639999,83.300003,82.639999,83.239998,12500,81.912234
2016-03-14,82.980003,83.300003,82.980003,83.220001,21200,81.892556
2016-03-15,82.610001,82.900002,82.519997,82.860001,13900,81.538298
2016-03-16,82.82,83.760002,82.82,83.639999,6200,82.305855
2016-03-17,83.940002,84.57,83.940002,84.43,18400,83.083254
2016-03-18,84.75,84.82,84.599998,84.760002,6200,83.407992
2016-03-21,84.620003,84.970001,84.589996,84.870003,25700,83.516238
2016-03-22,84.629997,85.139999,84.629997,84.870003,61200,83.516238
2016-03-23,84.129997,84.220001,83.800003,83.860001,11900,82.877806
2016-03-24,83.379997,83.940002,83.379997,83.940002,6400,82.956871
2016-03-28,84.190002,84.220001,83.879997,84.029999,19100,83.045813
2016-03-29,83.709999,84.860001,83.709999,84.860001,15300,83.866094
2016-03-30,85.32,85.519997,85.040001,85.300003,7000,84.300943
2016-03-31,85.279999,85.389999,85.089996,85.120003,8200,84.123051
2016-04-01,84.800003,85.769997,84.800003,85.760002,7800,84.755554
2016-04-04,85.790001,85.790001,85.370003,85.419998,6400,84.419532
2016-04-05,84.849998,84.849998,84.5,84.5,3100,83.51031
2016-04-06,84.660004,85.449997,84.449997,85.449997,6800,84.44918
2016-04-07,85.089996,85.089996,84.099998,84.339996,4800,83.35218
2016-04-08,85.019997,85.230003,84.529999,84.529999,9800,83.539957
2016-04-11,85.0,85.290001,84.510002,84.510002,5600,83.520195
2016-04-12,84.389999,85.18,84.379997,85.18,4200,84.182346
2016-04-13,85.559998,86.25,85.559998,86.230003,7700,85.220051
2016-04-14,86.419998,86.440002,86.199997,86.309998,8400,85.299108
2016-04-15,86.300003,86.400002,86.169998,86.370003,9200,85.35841
2016-04-18,86.07,86.889999,86.07,86.870003,6200,85.852554
2016-04-19,87.120003,87.309998,86.919998,87.150002,5800,86.129273
2016-04-20,87.120003,87.339996,87.07,87.07,7600,86.050209
2016-04-21,87.0,87.0,86.400002,86.410004,11500,85.397943
2016-04-22,86.360001,86.610001,86.120003,86.57,7100,85.556065
2016-04-25,86.230003,86.360001,86.040001,86.32,12500,85.308993
2016-04-26,86.699997,86.699997,86.330002,86.339996,14300,85.328755
